"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"s2[121,2]",7.975874033106,8.01012935,2.33137657159989,2.29490682897,4.094607025,11.7376385,1.00244719031317,7250.2986859192,2993.38849839073
"s2[122,2]",8.55084153145,8.55925015,2.26160522625688,2.14337339643,4.905184705,12.3276873,0.999740385667736,4535.70534674844,2812.29497696438
"s2[123,2]",9.088381801225,9.09129295,1.87677304848942,1.88717122083,5.880021385,12.15621505,1.00119837623042,3762.65719700499,2783.11056086279
"s2[124,2]",7.9396049548325,7.8862357,2.39527950524601,2.41734067827,4.012850775,11.8984181,1.00109582090942,8048.17352746317,2766.2220333564
"s2[125,2]",7.95532303268,7.9828214,2.41867598166592,2.37588807183,3.987015195,11.8858753,0.999768944646972,5861.96135977616,2656.93848737752
"s2[126,2]",7.98962488541275,7.99680065,2.34789932928345,2.3105105268,4.06151545,11.8470015,0.999862378484531,7079.11324987183,2898.06231078534
"s2[127,2]",7.95907085668,8.00287585,2.50842656276022,2.50377433089,3.82584969,12.0254882,1.00306266892046,7613.37433008612,2848.18208294843
"s2[128,2]",7.901970011269,7.92838325,2.42896657737036,2.45140333914,3.892003535,11.8653415,1.0005900214822,6945.17087625273,2593.79494029163
"s2[129,2]",7.9948213285775,8.0455234,2.40228373729325,2.43861198525,4.02153787,11.96173465,1.00195883210914,4778.34093905429,2941.44102849483
"s2[130,2]",7.9888898549975,8.0137715,2.34186914045971,2.35874165457,4.118968935,11.8874956,0.999812160028376,6940.84775773284,2729.00693694762
"s2[131,2]",8.05516044261,8.04282515,2.36654121033862,2.40754810527,4.19629183,11.941936,1.00119210995453,4585.20404118751,3161.00197211186
"s2[132,2]",7.95944811618175,7.94567175,2.46373203415681,2.47860838197,3.8584422,12.0231931,1.00043631410741,6236.70247383233,2679.716698157
"s2[133,2]",7.945546290035,7.9432782,2.39031665456128,2.35950934485,4.065366595,11.85886035,0.999685601462711,5182.70070879241,3171.50626464368
"s2[134,2]",7.893049371803,7.90154255,2.33901784527868,2.30592328827,4.067845635,11.76711175,1.00051626527459,4506.81092302525,3066.59241671782
"s2[135,2]",7.96036126757075,7.9506889,2.44221065518355,2.45921849439,3.95218506,11.9894555,1.00175846749838,8643.10759789308,2622.37972519147
"s2[136,2]",7.9995511963775,8.0126103,2.46072565191166,2.44370997948,3.917721155,12.045395,1.00010192716272,8566.6527027314,3049.50322947259
"s2[137,2]",8.00262195972,8.06441795,2.37705828920472,2.422775964,4.001562035,11.90841985,1.00322381599518,7064.18859312272,2899.87642306137
"s2[138,2]",8.0035541283645,7.99478545,2.39018166961338,2.36478465804,4.163323,11.89700035,1.00019381882485,4591.02497533131,2734.26638546232
"s2[139,2]",7.985021358425,8.0138143,2.42262303406896,2.41137632673,3.95740303,11.9190628,0.999298771420112,10099.2942210242,3082.0408842138
"s2[140,2]",7.94956205664175,7.906599,2.43357114976083,2.47129597638,3.95084344,11.9115935,1.00041866720818,6218.72234326134,2829.87334984539
"s2[141,2]",7.9708156236669,7.94733535,2.40160247257303,2.37753390609,4.00816183,11.8931872,0.999806120536607,8219.08674778599,2860.96227071282
"s2[142,2]",7.9723905464725,7.9601538,2.36916973086716,2.35464775119,4.031974655,11.9426947,0.999626053209093,7634.33222361949,3028.52925391556
"s2[143,2]",7.96553436417403,7.9654043,2.31050485570576,2.29631922786,4.076334895,11.7045624,1.00022328620555,4952.9964899468,3136.53838028847
"s2[144,2]",7.8997106651583,7.95437825,2.40242972859759,2.42502225126,3.893257395,11.81889415,1.00305895867932,7039.36520496803,2759.07173067887
"s2[145,2]",7.955859048056,7.9118706,2.36741173915524,2.37996203424,4.129233995,11.9015605,1.00269834931619,4160.89529837004,2986.45415306497
"s2[146,2]",7.9888115379775,7.98397945,2.44243780150957,2.43594375003,3.9683417,11.99903025,1.00017587745367,9937.16707646926,2653.27181905549
"s2[147,2]",7.955696546698,7.94744155,2.39013828746785,2.41813920663,4.022606675,11.8129751,1.00148010317578,8620.68829384221,2621.22737833697
"s2[148,2]",7.969513235515,7.93467435,2.28723991890943,2.21571804951,4.187543165,11.837309,1.0019640883412,7118.51549870769,2905.0879162446
"s2[149,2]",8.0134645364425,8.01584685,2.35621254056743,2.43584130237,4.04247457,11.84835245,0.999475047303535,6475.1338025035,3229.25283428088
"s2[150,2]",7.95994882033,7.9631444,2.42309597332616,2.48995093914,3.96676502,11.87182115,1.00031696316387,7135.41607210319,2846.69594463448
"s2[151,2]",7.985203020764,7.9650054,2.43886261043642,2.44913229246,3.94035198,12.06502795,1.00025901336085,9679.2975460269,2829.55083909336
"s2[152,2]",7.97371003799,7.99942685,2.38441597178897,2.31706524966,4.044748755,11.8670797,1.0002980763141,6771.32024305679,2737.98406223418
"s2[153,2]",7.9165268945725,7.93181085,2.38603976069279,2.39917326852,4.011174985,11.75531335,1.00110146315715,9280.08368959034,2750.21040042229
"s2[154,2]",8.072043025105,8.10436555,2.34974867647622,2.35901778882,4.217804475,11.9628412,1.00266481217414,7185.72875650961,3001.06892898889
"s2[155,2]",7.907790227235,7.8917575,2.39770985952321,2.39662860801,3.965936275,11.8093118,1.00120784411175,5575.57557676003,3074.41768536219
"s2[156,2]",8.0648387815925,8.01894745,2.32728666379507,2.2779192723,4.197738005,11.92072455,1.00080500005429,5357.60059804058,3047.11981415766
"s2[157,2]",7.9811494229275,8.01461545,2.37500789967222,2.43790085616,4.070278015,11.81582665,1.00072363990995,8251.10974284118,2787.49406157156
"s2[158,2]",7.988685660966,7.99787995,2.40108523288905,2.35727536317,4.03568327,11.89606985,1.00279120842981,7222.51722507381,2593.51795892232
"s2[159,2]",7.995497942259,7.98670575,2.387247425454,2.41301482212,4.148677065,11.94311985,1.00042278533555,6627.84125017742,2941.62574464211
"s2[160,2]",7.97992072998,7.98175505,2.3383173065163,2.46589523523,4.102048015,11.8489718,1.00048869352293,8794.80627131473,2933.9309333283
"s2[161,2]",7.96905869467775,7.9287123,2.36274854045537,2.3269747998,4.143132035,11.8037691,0.999626560785924,3647.48821665182,2946.67951431334
