"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"s1[6,1]",-17.434776675,-17.27685,0.683979157742033,0.694153319999999,-18.4851,-16.7696,2.86758272218408,4.61102112488256,10.4864323201724
"s1[7,1]",-15.61149385,-15.66505,0.769318698558774,0.746785619999999,-16.7044,-14.4893,3.92498260450335,4.32893336655272,11.9133019168509
"s1[8,1]",-15.191099925,-15.204,0.763399516647737,1.14137961,-16.0167,-14.326695,3.5700378040299,4.39333974996468,11.0996040026088
"s1[9,1]",-16.41360245,-16.3876,0.53344771694204,0.711203219999999,-17.1174,-15.75688,3.66870883639615,4.37348933525723,11.3719968220032
"s1[10,1]",-17.719033625,-17.71985,0.373069446993357,0.432845070000002,-18.263,-17.196295,3.28673018352806,4.46432192131756,11.0474038987165
"s1[11,1]",-17.256374925,-17.4743,0.785322850596276,0.728549639999998,-18.025005,-16.0629,3.56424779106596,4.38725559157492,11.4286100627047
"s1[12,1]",-17.8689191,-17.9198,0.281139256002264,0.355675740000003,-18.18341,-17.4976,3.41536105599395,4.43377200325451,12.0644761345705
"s1[13,1]",-19.27788995,-19.408,0.278569645763645,0.0856942800000004,-19.4931,-18.7941,3.16195634987045,4.56923886729981,16.0927750349017
"s1[14,1]",-19.199916225,-19.0411,0.38750951129564,0.110676090000003,-19.8583,-18.8344,2.77675911144875,4.66101773940544,10.9116055276693
"s1[15,1]",-19.4540914,-19.58615,0.340132846317915,0.185399130000002,-19.743205,-18.8827,2.88748605739916,4.60175182158873,14.6335101317468
"s1[16,1]",-20.072652125,-20.06995,0.0221337009029961,0.0237215999999974,-20.1069,-20.0455,4.1279431451891,4.39470435678646,12.606622774611
"s1[17,1]",-20.17309575,-20.1691,0.0451008959960045,0.04292127,-20.244705,-20.1104,3.83449232971851,4.33625959377729,11.4134659726599
"s1[18,1]",-20.043463425,-20.04175,0.0227818140746629,0.0378804299999986,-20.0699,-20.0064,3.51760900832003,4.50958566398317,23.3712161867573
"s1[19,1]",-16.49008965,-16.46785,0.0614493468511634,0.0661980899999958,-16.5808,-16.4223,3.07777296264334,4.55521481388976,25.6288426655924
"s1[20,1]",-16.64651295,-16.6611,0.0313036377555656,0.0110453700000006,-16.671,-16.5881,4.04096782231504,4.30966016104228,7.37867814264936
