"observation","mean_1]","mean_2]","median_1]","median_2]","sd_1]","sd_2]","mad_1]","mad_2]","q5_1]","q5_2]","q95_1]","q95_2]","time"
"y_fit[87",-21.11381448925,10.5593304515,-21.117816,10.560273,0.184209126334147,0.0931686553157524,0.185216770200002,0.0932755550999994,-21.40926565,10.4066445,-20.80685755,10.71279115,124.012763796216
"y_fit[88",-21.1137972785,10.55933577,-21.117796,10.5602725,0.184209479886301,0.0931684471348346,0.1852041681,0.0932777790000004,-21.4092584,10.406644,-20.80683785,10.71278425,124.012874022275
"y_fit[89",-21.11371489725,10.55936115175,-21.117668,10.5602725,0.184211158409971,0.093167466229879,0.185135968500003,0.0932510921999993,-21.4092264,10.40664255,-20.8067441,10.71275265,124.013396190545
"y_fit[90",-21.1136704135,10.55937486075,-21.1175995,10.5602725,0.184212059105672,0.0931669296646624,0.185086301399994,0.0932510922000006,-21.4092092,10.40664095,-20.80669375,10.7127359,124.013674806361
"y_fit[91",-21.11353842975,10.55941549575,-21.1174255,10.5602855,0.184214648244963,0.0931653179388991,0.184903941600002,0.0932940876,-21.40915685,10.40663905,-20.80654475,10.7126856,124.014488974274
"y_fit[92",-21.11348026525,10.5594333695,-21.1173655,10.560322,0.184215765787959,0.0931646235527998,0.184936558799998,0.0932955702000016,-21.40913385,10.4066387,-20.80649135,10.7126734,124.014841931243
"y_fit[93",-21.113471307,10.559436125,-21.117356,10.5603275,0.184215921819755,0.0931645059288575,0.1849410066,0.0932888985,-21.4091302,10.4066389,-20.80648325,10.7126742,124.014896015869
"y_fit[94",-21.1134319395,10.55944819075,-21.1173145,10.560346,0.184216611538246,0.093164015015449,0.1849484196,0.0932785203000012,-21.4091145,10.40663795,-20.8064506,10.7126794,124.015132729071
"y_fit[95",-21.1134274285,10.5594495775,-21.11731,10.560346,0.184216693326133,0.0931639621413772,0.1849454544,0.0932814855000016,-21.4091132,10.40663805,-20.80644655,10.7126793,124.015159819303
"y_fit[96",-21.11339885175,10.5594583385,-21.1172795,10.560347,0.184217212509486,0.0931636111908746,0.184935076199999,0.0933000179999996,-21.40910125,10.4066378,-20.80642215,10.71268275,124.015330675589
"y_fit[97",-21.113376685,10.55946511825,-21.117256,10.5603485,0.184217606502947,0.0931633399835122,0.184935076199999,0.0933118787999999,-21.40908825,10.40663735,-20.80640375,10.7126862,124.01546270947
"y_fit[98",-21.11329929125,10.559488835,-21.117183,10.5603695,0.184219025572985,0.0931623680327719,0.184912095900005,0.0933437546999998,-21.40896345,10.40663635,-20.8063386,10.7127279,124.015920454846
"y_fit[99",-21.1132449275,10.55950549225,-21.1171745,10.560382,0.184220001554884,0.0931616902660597,0.184938782699998,0.0933526502999984,-21.4088761,10.4066398,-20.8062937,10.71277465,124.016238992391
"y_fit[100",-21.113236313,10.55950813675,-21.1171735,10.560382,0.184220157875603,0.0931615847616864,0.184943971800001,0.0933578393999997,-21.4088617,10.4066388,-20.8062866,10.7127812,124.016289280197
"y_fit[101",-21.11319872225,10.55951966325,-21.1171565,10.5603835,0.184220797082284,0.0931611051409016,0.1849662108,0.0933741480000007,-21.4088022,10.40663495,-20.806255,10.71281395,124.01650771549
"y_fit[102",-21.1131805675,10.5595252,-21.1171385,10.5603835,0.184221105543687,0.0931608747109414,0.184977330299998,0.0933726653999992,-21.4087734,10.40663395,-20.80623975,10.7128289,124.016612827983
"y_fit[103",-21.1130973345,10.55955066175,-21.117008,10.560401,0.184222451931122,0.0931597597724015,0.184984743299998,0.0933919392000006,-21.4086418,10.4066307,-20.80617045,10.71289905,124.017091473076
"y_fit[104",-21.11308467125,10.55955453425,-21.1169865,10.5604115,0.184222651717244,0.0931595915840412,0.184970658599999,0.0933986108999982,-21.40862165,10.40663065,-20.80616025,10.71291025,124.017163838716
"y_fit[105",-21.11301283825,10.55957645825,-21.1168655,10.5604565,0.18422383197293,0.0931586084523027,0.184891339500005,0.0933874913999986,-21.4085093,10.4066284,-20.8061011,10.7129701,124.017571714544
"y_fit[106",-21.11299095925,10.55958313675,-21.1168285,10.560465,0.184224179055048,0.0931583008579441,0.184896528599999,0.0933837848999988,-21.40847565,10.4066283,-20.8060828,10.7129888,124.017695275391
"y_fit[107",-21.11296095775,10.55959228775,-21.116807,10.5604665,0.184224648674098,0.0931578943947692,0.184903941599999,0.0934164020999994,-21.4084476,10.4066277,-20.8060583,10.71301405,124.017864112463
"y_fit[108",-21.11295782925,10.559593239,-21.116805,10.560467,0.184224696916552,0.0931578574472058,0.1849046829,0.0934178847000009,-21.40844565,10.4066279,-20.80605525,10.71301415,124.017881672182
"y_fit[109",-21.1127694365,10.55965058975,-21.1166845,10.560469,0.184227544951327,0.093155343280989,0.185065545000002,0.093460880099999,-21.4083831,10.40682735,-20.8059003,10.71297505,124.018927657227
"y_fit[110",-21.11274916875,10.5596567615,-21.1166715,10.5604705,0.184227862412484,0.0931550859332405,0.1850685102,0.0934519845000004,-21.4083772,10.4068492,-20.805884,10.7129712,124.019038963565
"y_fit[111",-21.11262834925,10.55969345525,-21.1166285,10.560482,0.18422973520757,0.093153587743011,0.1851945312,0.0934549496999995,-21.40834005,10.40693555,-20.80578505,10.71294615,124.019696963546
"y_fit[112",-21.1126055425,10.55970038525,-21.116622,10.560485,0.184230075188065,0.0931533149328411,0.1852323375,0.0934527257999998,-21.408333,10.406946,-20.8057667,10.71294145,124.01982017545
"y_fit[113",-13.31950076675,10.816396117975,-13.3120275,10.812766,0.482388069520581,0.240544127250897,0.4707744258,0.2353427349,-14.12983135,10.431233,-12.5061985,11.20866375,398.000962201413
"y_fit[114",-13.319510619,10.8164009607,-13.312052,10.812782,0.482386158540794,0.240543254312085,0.4707751671,0.2353671978,-14.12983755,10.4312403,-12.50621075,11.2086751,398.00108971179
"y_fit[115",-13.319612697,10.81645217605,-13.312309,10.812916,0.482365895036263,0.240534061442109,0.470784804,0.235348665300001,-14.1298953,10.4313128,-12.50634135,11.20878735,398.002409059517
"y_fit[116",-13.32009428525,10.816719114775,-13.3131705,10.8132175,0.482263899069274,0.240486069756801,0.4712288427,0.235625170199999,-14.13015855,10.431984,-12.50699315,11.2089413,398.008540412714
"y_fit[117",-13.32010388325,10.816724876725,-13.3131865,10.813218,0.482261754483033,0.240485046270278,0.471239962200001,0.2356170159,-14.13016385,10.43199955,-12.5070063,11.2089394,398.008661675518
"y_fit[118",-13.32012431425,10.81673718825,-13.31322,10.8132165,0.482257188960502,0.240482854350442,0.471260718600002,0.2355992247,-14.1301745,10.43203255,-12.50703375,11.2089365,398.008919165046
"y_fit[119",-13.32052538375,10.816995194475,-13.3135605,10.813235,0.482163843621398,0.240437194961176,0.471007935299999,0.235488771,-14.1303813,10.43255,-12.5082325,11.20914885,398.013942326237
"y_fit[120",-13.32052974975,10.81699820715,-13.3135665,10.8132345,0.482162796402184,0.240436659182697,0.470999781,0.2354880297,-14.13038345,10.4325492,-12.50823465,11.20914915,398.013997019986
"y_fit[121",-13.32053423475,10.81700129065,-13.3135725,10.8132345,0.482161712589121,0.24043611977181,0.470991626699999,0.235485805799999,-14.1303856,10.43254935,-12.50823685,11.20914945,398.014053090098
"y_fit[122",-13.3207897835,10.817183897425,-13.313821,10.813229,0.482097905180644,0.240403751620999,0.4708522623,0.235460601600001,-14.13051345,10.43251195,-12.50837665,11.2091615,398.017259138008
"y_fit[123",-14.99871210975,12.10235353925,-14.994105,12.1003055,0.246814997670943,0.120900643403252,0.2392908987,0.119107636200001,-15.40943765,11.90483325,-14.59218465,12.29907535,428.000242022495
"y_fit[124",-14.999007248,12.102304618,-14.994412,12.1003175,0.246808010555143,0.120900128824929,0.2391974949,0.119008301999999,-15.40973495,11.90464445,-14.592333,12.2990045,428.002123308363
"y_fit[125",-14.999026723,12.10230134675,-14.994432,12.100319,0.246807516409861,0.120900080345585,0.239197494900001,0.1190023716,-15.4097543,11.90463325,-14.5923431,12.2989999,428.002245658641
"y_fit[126",-14.9990305735,12.10230070425,-14.9944365,12.1003195,0.246807417949921,0.120900080688585,0.239196753600001,0.119000889,-15.40975815,11.90463045,-14.5923444,12.298999,428.002269835123
"y_fit[127",-14.999037314,12.10229956775,-14.994443,12.10032,0.246807240446233,0.120900058428042,0.239196753599999,0.1189986651,-15.4097649,11.9046267,-14.5923478,12.29899715,428.002312142984
"y_fit[128",-14.99909094025,12.1022905515,-14.9944985,12.1003245,0.246805864878656,0.12089994475244,0.239195271000002,0.1189830978,-15.40981805,11.9045939,-14.5923749,12.2989842,428.002647997839
"y_fit[129",-14.99940318175,12.10223765375,-14.994818,12.100348,0.246797227764304,0.120898915071723,0.2391945297,0.1189816152,-15.4101445,11.9046013,-14.59253515,12.29893205,428.00457630157
"y_fit[130",-14.9994279645,12.102233412,-14.994843,12.1003495,0.246796534617664,0.120898821541776,0.2391960123,0.1189875456,-15.4101708,11.9045974,-14.5925476,12.29893505,428.004727637721
"y_fit[131",-14.99949829125,12.102221362,-14.994915,12.100354,0.246794548753747,0.120898534834533,0.2392226991,0.1190127498,-15.41024465,11.90457325,-14.5925837,12.2989424,428.005155806784
"y_fit[132",-14.9996580895,12.10219381275,-14.995077,12.10036,0.246789815981439,0.120897923374305,0.2392679184,0.1190468496,-15.41041255,11.90451725,-14.592829,12.29895775,428.006120651397
"y_fit[133",-14.99969509375,12.1021874005,-14.995114,12.100361,0.24678867867274,0.120897784587138,0.239268659699999,0.119055745199999,-15.41045105,11.9045047,-14.5928878,12.2989621,428.00634240061
"y_fit[134",-14.999729433,12.10218143375,-14.995149,12.100358,0.246787611069341,0.120897652855945,0.239269401,0.1190638995,-15.4104874,11.90449215,-14.59294085,12.2989655,428.006547679245
"y_fit[135",-14.999819475,12.1021657535,-14.9952395,12.100338,0.246784750423048,0.12089724931832,0.239270142300001,0.119046108300001,-15.4105815,11.90446035,-14.5930826,12.298974,428.007083852217
"y_fit[136",-14.99983613075,12.10216284675,-14.995256,12.1003345,0.246784205425403,0.120897177436307,0.239269401,0.119043143100001,-15.41059965,11.9044536,-14.5931086,12.29897575,428.007182636578
